Taxon,Group,Plot,NumberOfSpecies,Abundance,TotalNumberOfSpecies
Harvestmen,consumer2,T4_26,0,0,9
Harvestmen,consumer2,T4_27,4,9,9
Harvestmen,consumer2,T4_28,2,4,9
Harvestmen,consumer2,T4_29,2,3,9
Harvestmen,consumer2,T4_35,2,2,9
Harvestmen,consumer2,T4_36,3,4,9
Harvestmen,consumer2,T4_37,3,5,9
Harvestmen,consumer2,T4_38,1,2,9
Harvestmen,consumer2,T4_39,1,1,9
Harvestmen,consumer2,T4_4,1,2,9
Harvestmen,consumer2,T4_40,0,0,9
Harvestmen,consumer2,T4_41,0,0,9
Harvestmen,consumer2,T4_42,1,1,9
Harvestmen,consumer2,T4_43,3,4,9
Harvestmen,consumer2,T4_44,4,16,9
Harvestmen,consumer2,T4_45,1,4,9
Harvestmen,consumer2,T4_46,1,2,9
Harvestmen,consumer2,T4_47,3,10,9
Harvestmen,consumer2,T4_48,3,11,9
Harvestmen,consumer2,T4_49,2,4,9
Harvestmen,consumer2,T4_50,5,17,9
Harvestmen,consumer2,T4_51,3,4,9
Harvestmen,consumer2,T4_53,4,21,9
Harvestmen,consumer2,T4_54,3,14,9
Harvestmen,consumer2,T4_59,4,30,9
Harvestmen,consumer2,T4_62,4,15,9
Harvestmen,consumer2,T4_64,4,32,9
Harvestmen,consumer2,T4_65,2,42,9
Harvestmen,consumer2,T4_7,2,8,9
Harvestmen,consumer2,T4_70,1,16,9
Harvestmen,consumer2,T4_71,2,11,9
Harvestmen,consumer2,T4_72,3,49,9
Harvestmen,consumer2,T4_73,2,11,9
Harvestmen,consumer2,T4_74,0,0,9
Harvestmen,consumer2,T4_75,0,0,9
Harvestmen,consumer2,T4_76,3,13,9
Harvestmen,consumer2,T4_77,4,28,9
Harvestmen,consumer2,T4_78,4,15,9
Harvestmen,consumer2,T4_79,4,12,9
Harvestmen,consumer2,T4_8,0,0,9
Harvestmen,consumer2,T4_80,4,14,9
Harvestmen,consumer2,T4_81,3,9,9
Harvestmen,consumer2,T4_82,4,14,9
Harvestmen,consumer2,T4_83,5,17,9
Harvestmen,consumer2,T4_84,0,0,9
Harvestmen,consumer2,T4_9,1,2,9
Harvestmen,consumer2,TS_1,1,1,9
Harvestmen,consumer2,TS_2,2,4,9
Harvestmen,consumer2,TS_3,3,6,9
Harvestmen,consumer2,TS_4,3,9,9
Harvestmen,consumer2,TS_5,2,2,9
Dipterans,consumer2,T1_2,8,157,30
Dipterans,consumer2,T1_34,3,4,30
Dipterans,consumer2,T1_40,5,45,30
Dipterans,consumer2,T1_42,3,502,30
Dipterans,consumer2,T1_49,2,80,30
Dipterans,consumer2,T1_52,5,26,30
Dipterans,consumer2,T1_61,3,5,30
Dipterans,consumer2,T1_63,5,44,30
Dipterans,consumer2,T1_66,1,100,30
Dipterans,consumer2,T1_8,5,25,30
Dipterans,consumer2,T2_23,4,50,30
Dipterans,consumer2,T2_41,5,122,30
Dipterans,consumer2,T2_48,6,24,30
Dipterans,consumer2,T2_49,3,101,30
Dipterans,consumer2,T2_65,2,6,30
Dipterans,consumer2,T2_71,2,4,30
Dipterans,consumer2,T2_9,4,52,30
Dipterans,consumer2,T3_3,7,230,30
Dipterans,consumer2,T3_30,4,24,30
Dipterans,consumer2,T3_32,3,43,30
Dipterans,consumer2,T3_40,3,108,30
Dipterans,consumer2,T3_5,22,516,30
Dipterans,consumer2,T3_50,5,23,30
Dipterans,consumer2,T3_55,3,3,30
Dipterans,consumer2,T3_57,1,3,30
Dipterans,consumer2,T4_39,3,56,30
Dipterans,consumer2,T4_51,4,181,30
Dipterans,consumer2,T4_54,6,276,30
Dipterans,consumer2,T4_59,6,168,30
Dipterans,consumer2,T4_64,7,68,30
Dipterans,consumer2,T4_70,4,5,30
Dipterans,consumer2,T4_73,1,44,30
Dipterans,consumer2,T4_77,0,0,30
Dipterans,consumer2,T4_81,3,23,30
Dipterans,consumer2,T4_9,4,28,30
Dipterans,consumer2,TS_1,2,9,30
TrueBugs,consumer2,T1_1,1,2,50
TrueBugs,consumer2,T1_2,2,4,50
TrueBugs,consumer2,T1_27,1,6,50
TrueBugs,consumer2,T1_29,1,8,50
TrueBugs,consumer2,T1_3,1,2,50
TrueBugs,consumer2,T1_30,2,26,50
TrueBugs,consumer2,T1_34,1,2,50
TrueBugs,consumer2,T1_38,2,4,50
TrueBugs,consumer2,T1_39,5,34,50
TrueBugs,consumer2,T1_4,0,0,50
TrueBugs,consumer2,T1_40,1,2,50
TrueBugs,consumer2,T1_42,1,4,50
TrueBugs,consumer2,T1_49,2,10,50
TrueBugs,consumer2,T1_5,0,0,50
TrueBugs,consumer2,T1_50,3,30,50
TrueBugs,consumer2,T1_51,3,16,50
TrueBugs,consumer2,T1_52,4,42,50
TrueBugs,consumer2,T1_53,1,16,50
TrueBugs,consumer2,T1_54,2,28,50
TrueBugs,consumer2,T1_55,4,18,50
TrueBugs,consumer2,T1_56,2,6,50
TrueBugs,consumer2,T1_57,1,2,50
TrueBugs,consumer2,T1_58,6,146,50
TrueBugs,consumer2,T1_59,3,12,50
TrueBugs,consumer2,T1_60,4,62,50
TrueBugs,consumer2,T1_61,6,34,50
TrueBugs,consumer2,T1_62,2,12,50
TrueBugs,consumer2,T1_63,4,24,50
TrueBugs,consumer2,T1_64,1,4,50
TrueBugs,consumer2,T1_65,0,0,50
TrueBugs,consumer2,T1_66,0,0,50
TrueBugs,consumer2,T1_8,1,2,50
TrueBugs,consumer2,T1_9,0,0,50
TrueBugs,consumer2,T2_2,0,0,50
TrueBugs,consumer2,T2_23,2,6,50
TrueBugs,consumer2,T2_25,5,14,50
TrueBugs,consumer2,T2_27,0,0,50
TrueBugs,consumer2,T2_3,1,2,50
TrueBugs,consumer2,T2_34,0,0,50
TrueBugs,consumer2,T2_35,2,12,50
TrueBugs,consumer2,T2_36,2,38,50
TrueBugs,consumer2,T2_37,1,2,50
TrueBugs,consumer2,T2_38,1,2,50
TrueBugs,consumer2,T2_39,4,22,50
TrueBugs,consumer2,T2_4,1,2,50
TrueBugs,consumer2,T2_40,1,4,50
TrueBugs,consumer2,T2_41,3,32,50
TrueBugs,consumer2,T2_42,2,18,50
TrueBugs,consumer2,T2_44,2,10,50
TrueBugs,consumer2,T2_45,1,8,50
TrueBugs,consumer2,T2_46,0,0,50
TrueBugs,consumer2,T2_47,3,14,50
TrueBugs,consumer2,T2_48,3,48,50
TrueBugs,consumer2,T2_49,2,10,50
TrueBugs,consumer2,T2_50,1,16,50
TrueBugs,consumer2,T2_51,3,36,50
TrueBugs,consumer2,T2_52,3,52,50
TrueBugs,consumer2,T2_53,2,18,50
TrueBugs,consumer2,T2_54,4,14,50
TrueBugs,consumer2,T2_55,4,30,50
TrueBugs,consumer2,T2_56,1,8,50
TrueBugs,consumer2,T2_58,1,2,50
TrueBugs,consumer2,T2_59,0,0,50
TrueBugs,consumer2,T2_60,2,24,50
TrueBugs,consumer2,T2_65,0,0,50
TrueBugs,consumer2,T2_66,4,26,50
TrueBugs,consumer2,T2_67,1,24,50
TrueBugs,consumer2,T2_68,1,2,50
TrueBugs,consumer2,T2_69,0,0,50
TrueBugs,consumer2,T2_70,2,18,50
TrueBugs,consumer2,T2_71,1,32,50
TrueBugs,consumer2,T2_73,2,8,50
TrueBugs,consumer2,T2_74,3,12,50
TrueBugs,consumer2,T2_75,2,10,50
TrueBugs,consumer2,T2_78,0,0,50
TrueBugs,consumer2,T2_79,1,8,50
TrueBugs,consumer2,T2_81,1,2,50
TrueBugs,consumer2,T2_9,1,8,50
TrueBugs,consumer2,T3_1,0,0,50
TrueBugs,consumer2,T3_10,0,0,50
TrueBugs,consumer2,T3_12,0,0,50
TrueBugs,consumer2,T3_16,0,0,50
TrueBugs,consumer2,T3_17,1,2,50
TrueBugs,consumer2,T3_20,0,0,50
TrueBugs,consumer2,T3_22,0,0,50
TrueBugs,consumer2,T3_23,0,0,50
TrueBugs,consumer2,T3_24,3,6,50
TrueBugs,consumer2,T3_25,1,8,50
TrueBugs,consumer2,T3_26,3,12,50
TrueBugs,consumer2,T3_27,2,12,50
TrueBugs,consumer2,T3_28,2,10,50
TrueBugs,consumer2,T3_29,5,32,50
TrueBugs,consumer2,T3_3,1,2,50
TrueBugs,consumer2,T3_30,2,82,50
TrueBugs,consumer2,T3_31,1,32,50
TrueBugs,consumer2,T3_32,4,78,50
TrueBugs,consumer2,T3_33,7,66,50
TrueBugs,consumer2,T3_36,5,26,50
TrueBugs,consumer2,T3_37,2,20,50
TrueBugs,consumer2,T3_38,3,48,50
TrueBugs,consumer2,T3_39,3,6,50
TrueBugs,consumer2,T3_4,0,0,50
TrueBugs,consumer2,T3_40,1,2,50
TrueBugs,consumer2,T3_42,5,32,50
TrueBugs,consumer2,T3_45,3,6,50
TrueBugs,consumer2,T3_46,1,2,50
TrueBugs,consumer2,T3_47,0,0,50
TrueBugs,consumer2,T3_48,1,2,50
TrueBugs,consumer2,T3_49,2,10,50
TrueBugs,consumer2,T3_5,2,4,50
TrueBugs,consumer2,T3_50,5,26,50
TrueBugs,consumer2,T3_51,4,8,50
TrueBugs,consumer2,T3_52,5,20,50
TrueBugs,consumer2,T3_53,3,13,50
TrueBugs,consumer2,T3_54,0,0,50
TrueBugs,consumer2,T3_55,3,6,50
TrueBugs,consumer2,T3_56,1,8,50
TrueBugs,consumer2,T3_57,0,0,50
TrueBugs,consumer2,T3_6,1,4,50
TrueBugs,consumer2,T3_9,1,2,50
TrueBugs,consumer2,T4_10,1,4,50
TrueBugs,consumer2,T4_14,0,0,50
TrueBugs,consumer2,T4_20,0,0,50
TrueBugs,consumer2,T4_21,0,0,50
TrueBugs,consumer2,T4_22,0,0,50
TrueBugs,consumer2,T4_23,0,0,50
TrueBugs,consumer2,T4_24,2,4,50
TrueBugs,consumer2,T4_26,0,0,50
TrueBugs,consumer2,T4_27,1,2,50
TrueBugs,consumer2,T4_28,2,4,50
TrueBugs,consumer2,T4_29,0,0,50
TrueBugs,consumer2,T4_35,0,0,50
TrueBugs,consumer2,T4_36,0,0,50
TrueBugs,consumer2,T4_37,3,12,50
TrueBugs,consumer2,T4_38,3,12,50
TrueBugs,consumer2,T4_39,1,16,50
TrueBugs,consumer2,T4_4,1,16,50
TrueBugs,consumer2,T4_40,1,2,50
TrueBugs,consumer2,T4_41,3,38,50
TrueBugs,consumer2,T4_42,0,0,50
TrueBugs,consumer2,T4_43,2,10,50
TrueBugs,consumer2,T4_44,1,2,50
TrueBugs,consumer2,T4_45,2,10,50
TrueBugs,consumer2,T4_46,1,8,50
TrueBugs,consumer2,T4_47,1,2,50
TrueBugs,consumer2,T4_48,0,0,50
TrueBugs,consumer2,T4_49,1,2,50
TrueBugs,consumer2,T4_50,1,2,50
TrueBugs,consumer2,T4_51,0,0,50
TrueBugs,consumer2,T4_53,4,16,50
TrueBugs,consumer2,T4_54,4,24,50
TrueBugs,consumer2,T4_59,2,18,50
TrueBugs,consumer2,T4_62,5,28,50
TrueBugs,consumer2,T4_64,4,140,50
TrueBugs,consumer2,T4_65,8,44,50
TrueBugs,consumer2,T4_7,1,2,50
TrueBugs,consumer2,T4_70,3,6,50
TrueBugs,consumer2,T4_71,3,6,50
TrueBugs,consumer2,T4_72,2,8,50
TrueBugs,consumer2,T4_73,1,2,50
TrueBugs,consumer2,T4_74,2,6,50
TrueBugs,consumer2,T4_75,1,2,50
TrueBugs,consumer2,T4_76,1,10,50
TrueBugs,consumer2,T4_77,0,0,50
TrueBugs,consumer2,T4_78,3,16,50
TrueBugs,consumer2,T4_79,4,28,50
TrueBugs,consumer2,T4_8,1,8,50
TrueBugs,consumer2,T4_80,2,26,50
TrueBugs,consumer2,T4_81,2,12,50
TrueBugs,consumer2,T4_82,2,4,50
TrueBugs,consumer2,T4_83,4,256,50
TrueBugs,consumer2,T4_84,8,38,50
TrueBugs,consumer2,T4_9,1,2,50
TrueBugs,consumer2,TS_1,3,20,50
TrueBugs,consumer2,TS_2,0,0,50
TrueBugs,consumer2,TS_3,2,4,50
TrueBugs,consumer2,TS_4,3,22,50
TrueBugs,consumer2,TS_5,2,28,50
Snails,consumer2,T1_27,3,11,7
Snails,consumer2,T1_3,2,3,7
Snails,consumer2,T1_30,2,2,7
Snails,consumer2,T1_39,1,2,7
Snails,consumer2,T1_4,2,4,7
Snails,consumer2,T1_49,1,1,7
Snails,consumer2,T1_51,1,1,7
Snails,consumer2,T1_52,2,2,7
Snails,consumer2,T1_53,2,2,7
Snails,consumer2,T1_55,1,1,7
Snails,consumer2,T1_56,2,2,7
Snails,consumer2,T1_58,0,0,7
Snails,consumer2,T1_59,3,6,7
Snails,consumer2,T1_60,2,3,7
Snails,consumer2,T1_61,1,1,7
Snails,consumer2,T1_62,1,1,7
Snails,consumer2,T1_63,2,3,7
Snails,consumer2,T1_64,1,7,7
Snails,consumer2,T1_65,2,4,7
Snails,consumer2,T1_66,2,4,7
Snails,consumer2,T1_9,2,7,7
Snails,consumer2,T2_2,1,3,7
Snails,consumer2,T2_23,0,0,7
Snails,consumer2,T2_25,2,5,7
Snails,consumer2,T2_27,0,0,7
Snails,consumer2,T2_3,1,3,7
Snails,consumer2,T2_35,3,5,7
Snails,consumer2,T2_36,2,3,7
Snails,consumer2,T2_38,2,3,7
Snails,consumer2,T2_41,1,2,7
Snails,consumer2,T2_44,2,5,7
Snails,consumer2,T2_48,2,3,7
Snails,consumer2,T2_50,1,2,7
Snails,consumer2,T2_52,1,6,7
Snails,consumer2,T2_53,2,9,7
Snails,consumer2,T2_54,1,5,7
Snails,consumer2,T2_56,2,17,7
Snails,consumer2,T2_67,1,19,7
Snails,consumer2,T2_69,1,14,7
Snails,consumer2,T2_71,1,7,7
Snails,consumer2,T2_73,1,5,7
Snails,consumer2,T2_75,2,7,7
Snails,consumer2,T2_79,1,5,7
Snails,consumer2,T2_81,1,12,7
Snails,consumer2,T2_9,1,3,7
Snails,consumer2,T3_1,2,9,7
Snails,consumer2,T3_12,0,0,7
Snails,consumer2,T3_17,1,2,7
Snails,consumer2,T3_22,2,2,7
Snails,consumer2,T3_25,0,0,7
Snails,consumer2,T3_26,0,0,7
Snails,consumer2,T3_27,0,0,7
Snails,consumer2,T3_28,3,4,7
Snails,consumer2,T3_29,0,0,7
Snails,consumer2,T3_3,1,1,7
Snails,consumer2,T3_30,0,0,7
Snails,consumer2,T3_31,1,2,7
Snails,consumer2,T3_33,1,3,7
Snails,consumer2,T3_36,1,1,7
Snails,consumer2,T3_37,1,1,7
Snails,consumer2,T3_45,1,2,7
Snails,consumer2,T3_48,1,6,7
Snails,consumer2,T3_49,1,8,7
Snails,consumer2,T3_52,1,10,7
Snails,consumer2,T3_53,1,12,7
Snails,consumer2,T3_57,1,5,7
Snails,consumer2,T3_9,1,3,7
Snails,consumer2,T4_14,0,0,7
Snails,consumer2,T4_20,0,0,7
Snails,consumer2,T4_21,0,0,7
Snails,consumer2,T4_22,2,9,7
Snails,consumer2,T4_24,1,2,7
Snails,consumer2,T4_28,3,8,7
Snails,consumer2,T4_29,0,0,7
Snails,consumer2,T4_35,5,17,7
Snails,consumer2,T4_36,2,3,7
Snails,consumer2,T4_37,1,2,7
Snails,consumer2,T4_38,4,7,7
Snails,consumer2,T4_39,2,2,7
Snails,consumer2,T4_4,0,0,7
Snails,consumer2,T4_40,1,2,7
Snails,consumer2,T4_41,1,1,7
Snails,consumer2,T4_42,2,7,7
Snails,consumer2,T4_43,0,0,7
Snails,consumer2,T4_44,1,1,7
Snails,consumer2,T4_47,4,5,7
Snails,consumer2,T4_48,0,0,7
Snails,consumer2,T4_49,1,1,7
Snails,consumer2,T4_51,1,3,7
Snails,consumer2,T4_53,1,2,7
Snails,consumer2,T4_54,2,5,7
Snails,consumer2,T4_59,2,6,7
Snails,consumer2,T4_7,0,0,7
Snails,consumer2,T4_70,2,2,7
Snails,consumer2,T4_72,1,4,7
Snails,consumer2,T4_76,2,10,7
Snails,consumer2,T4_78,1,13,7
Snails,consumer2,T4_79,1,21,7
Snails,consumer2,T4_80,1,16,7
Snails,consumer2,T4_81,1,6,7
Snails,consumer2,T4_82,2,9,7
Snails,consumer2,T4_83,1,6,7
Snails,consumer2,T4_84,2,7,7
Snails,consumer2,TS_1,1,5,7
Snails,consumer2,TS_2,3,11,7
Snails,consumer2,TS_3,3,19,7
Snails,consumer2,TS_4,3,7,7
Snails,consumer2,TS_5,2,4,7
Bats,consumer3,T1_13,4,45,14
Bats,consumer3,T1_2,6,20,14
Bats,consumer3,T1_23,2,6,14
Bats,consumer3,T1_33,7,12,14
Bats,consumer3,T1_40,8,38,14
Bats,consumer3,T1_46,7,234,14
Bats,consumer3,T1_9,6,427,14
Bats,consumer3,T2_20,6,2796,14
Bats,consumer3,T2_22,7,143,14
Bats,consumer3,T2_27,10,646,14
Bats,consumer3,T2_34,6,40,14
Bats,consumer3,T2_4,5,45,14
Bats,consumer3,T2_44,6,62,14
Bats,consumer3,T2_56,7,688,14
Bats,consumer3,T2_61,6,19,14
Bats,consumer3,T3_26,3,25,14
Bats,consumer3,T3_37,4,18,14
Bats,consumer3,T3_49,4,43,14
Bats,consumer3,T3_52,6,42,14
Bats,consumer3,T3_56,2,9,14
Bats,consumer3,T3_7,5,97,14
Bats,consumer3,T4_27,3,4,14
Bats,consumer3,T4_35,6,63,14
Bats,consumer3,T4_42,4,53,14
Bats,consumer3,T4_68,7,422,14
Bats,consumer3,T4_72,9,1032,14
Bats,consumer3,T4_77,3,10,14
Bats,consumer3,T4_82,7,32,14
Bats,consumer3,T4_84,7,51,14
Birds,consumer3,T1_1,14,41,70
Birds,consumer3,T1_10,17,38,70
Birds,consumer3,T1_11,12,36,70
Birds,consumer3,T1_12,11,31,70
Birds,consumer3,T1_13,18,38,70
Birds,consumer3,T1_14,17,39,70
Birds,consumer3,T1_15,13,29,70
Birds,consumer3,T1_16,12,33,70
Birds,consumer3,T1_17,19,50,70
Birds,consumer3,T1_18,16,52,70
Birds,consumer3,T1_19,14,53,70
Birds,consumer3,T1_2,18,32,70
Birds,consumer3,T1_20,15,33,70
Birds,consumer3,T1_21,13,37,70
Birds,consumer3,T1_22,11,41,70
Birds,consumer3,T1_23,7,25,70
Birds,consumer3,T1_24,10,22,70
Birds,consumer3,T1_25,10,25,70
Birds,consumer3,T1_26,8,25,70
Birds,consumer3,T1_27,21,56,70
Birds,consumer3,T1_28,21,65,70
Birds,consumer3,T1_29,14,41,70
Birds,consumer3,T1_3,13,32,70
Birds,consumer3,T1_30,17,84,70
Birds,consumer3,T1_31,14,37,70
Birds,consumer3,T1_32,16,39,70
Birds,consumer3,T1_33,15,37,70
Birds,consumer3,T1_34,15,33,70
Birds,consumer3,T1_35,10,21,70
Birds,consumer3,T1_36,13,28,70
Birds,consumer3,T1_37,16,30,70
Birds,consumer3,T1_38,12,28,70
Birds,consumer3,T1_39,13,33,70
Birds,consumer3,T1_4,17,35,70
Birds,consumer3,T1_40,18,43,70
Birds,consumer3,T1_41,9,22,70
Birds,consumer3,T1_42,11,23,70
Birds,consumer3,T1_43,15,43,70
Birds,consumer3,T1_44,12,40,70
Birds,consumer3,T1_45,14,32,70
Birds,consumer3,T1_46,12,32,70
Birds,consumer3,T1_47,9,30,70
Birds,consumer3,T1_48,16,46,70
Birds,consumer3,T1_49,16,33,70
Birds,consumer3,T1_5,14,28,70
Birds,consumer3,T1_50,17,43,70
Birds,consumer3,T1_51,18,36,70
Birds,consumer3,T1_52,15,39,70
Birds,consumer3,T1_53,12,34,70
Birds,consumer3,T1_54,8,28,70
Birds,consumer3,T1_55,15,44,70
Birds,consumer3,T1_56,17,34,70
Birds,consumer3,T1_57,15,32,70
Birds,consumer3,T1_58,17,42,70
Birds,consumer3,T1_59,14,32,70
Birds,consumer3,T1_6,15,37,70
Birds,consumer3,T1_60,12,35,70
Birds,consumer3,T1_61,12,26,70
Birds,consumer3,T1_62,12,30,70
Birds,consumer3,T1_63,12,24,70
Birds,consumer3,T1_64,11,21,70
Birds,consumer3,T1_65,7,12,70
Birds,consumer3,T1_66,10,17,70
Birds,consumer3,T1_7,15,44,70
Birds,consumer3,T1_8,18,51,70
Birds,consumer3,T1_9,17,44,70
Birds,consumer3,T2_1,14,41,70
Birds,consumer3,T2_10,14,25,70
Birds,consumer3,T2_11,16,46,70
Birds,consumer3,T2_12,11,23,70
Birds,consumer3,T2_13,10,24,70
Birds,consumer3,T2_14,12,25,70
Birds,consumer3,T2_15,14,29,70
Birds,consumer3,T2_16,17,35,70
Birds,consumer3,T2_17,14,36,70
Birds,consumer3,T2_18,16,38,70
Birds,consumer3,T2_19,14,36,70
Birds,consumer3,T2_2,16,52,70
Birds,consumer3,T2_20,13,33,70
Birds,consumer3,T2_21,16,50,70
Birds,consumer3,T2_22,10,29,70
Birds,consumer3,T2_23,16,42,70
Birds,consumer3,T2_24,18,37,70
Birds,consumer3,T2_25,15,40,70
Birds,consumer3,T2_26,17,43,70
Birds,consumer3,T2_27,22,55,70
Birds,consumer3,T2_28,20,46,70
Birds,consumer3,T2_29,19,44,70
Birds,consumer3,T2_3,14,38,70
Birds,consumer3,T2_30,12,37,70
Birds,consumer3,T2_31,16,39,70
Birds,consumer3,T2_32,15,40,70
Birds,consumer3,T2_33,18,43,70
Birds,consumer3,T2_34,17,48,70
Birds,consumer3,T2_35,16,42,70
Birds,consumer3,T2_36,15,40,70
Birds,consumer3,T2_37,13,26,70
Birds,consumer3,T2_38,10,24,70
Birds,consumer3,T2_39,16,36,70
Birds,consumer3,T2_4,12,38,70
Birds,consumer3,T2_40,10,18,70
Birds,consumer3,T2_41,10,23,70
Birds,consumer3,T2_42,14,31,70
Birds,consumer3,T2_43,16,43,70
Birds,consumer3,T2_44,13,31,70
Birds,consumer3,T2_45,15,30,70
Birds,consumer3,T2_46,12,31,70
Birds,consumer3,T2_47,11,34,70
Birds,consumer3,T2_48,14,46,70
Birds,consumer3,T2_49,12,48,70
Birds,consumer3,T2_5,14,34,70
Birds,consumer3,T2_50,7,33,70
Birds,consumer3,T2_51,11,32,70
Birds,consumer3,T2_52,9,34,70
Birds,consumer3,T2_53,13,36,70
Birds,consumer3,T2_54,12,39,70
Birds,consumer3,T2_55,10,28,70
Birds,consumer3,T2_56,17,51,70
Birds,consumer3,T2_57,14,32,70
Birds,consumer3,T2_58,11,33,70
Birds,consumer3,T2_59,10,22,70
Birds,consumer3,T2_6,14,43,70
Birds,consumer3,T2_60,11,14,70
Birds,consumer3,T2_61,14,26,70
Birds,consumer3,T2_62,10,15,70
Birds,consumer3,T2_63,11,14,70
Birds,consumer3,T2_64,8,13,70
Birds,consumer3,T2_65,11,19,70
Birds,consumer3,T2_66,13,28,70
Birds,consumer3,T2_67,9,17,70
Birds,consumer3,T2_68,14,27,70
Birds,consumer3,T2_69,8,17,70
Birds,consumer3,T2_7,13,35,70
Birds,consumer3,T2_70,9,17,70
Birds,consumer3,T2_71,5,11,70
Birds,consumer3,T2_72,10,18,70
Birds,consumer3,T2_73,6,12,70
Birds,consumer3,T2_74,3,9,70
Birds,consumer3,T2_75,6,10,70
Birds,consumer3,T2_76,4,9,70
Birds,consumer3,T2_77,4,9,70
Birds,consumer3,T2_78,8,13,70
Birds,consumer3,T2_79,2,6,70
Birds,consumer3,T2_8,16,41,70
Birds,consumer3,T2_80,10,13,70
Birds,consumer3,T2_9,12,34,70
Birds,consumer3,T3_1,15,42,70
Birds,consumer3,T3_10,7,18,70
Birds,consumer3,T3_11,6,19,70
Birds,consumer3,T3_12,1,6,70
Birds,consumer3,T3_13,5,11,70
Birds,consumer3,T3_14,6,12,70
Birds,consumer3,T3_15,6,20,70
Birds,consumer3,T3_16,11,28,70
Birds,consumer3,T3_17,12,33,70
Birds,consumer3,T3_18,12,33,70
Birds,consumer3,T3_19,9,35,70
Birds,consumer3,T3_2,13,26,70
Birds,consumer3,T3_20,10,26,70
Birds,consumer3,T3_21,12,33,70
Birds,consumer3,T3_22,12,27,70
Birds,consumer3,T3_23,6,13,70
Birds,consumer3,T3_24,13,26,70
Birds,consumer3,T3_25,16,39,70
Birds,consumer3,T3_26,14,46,70
Birds,consumer3,T3_27,16,42,70
Birds,consumer3,T3_28,10,29,70
Birds,consumer3,T3_29,9,38,70
Birds,consumer3,T3_3,10,20,70
Birds,consumer3,T3_30,11,28,70
Birds,consumer3,T3_31,12,32,70
Birds,consumer3,T3_32,14,32,70
Birds,consumer3,T3_33,15,31,70
Birds,consumer3,T3_36,8,17,70
Birds,consumer3,T3_37,9,32,70
Birds,consumer3,T3_38,9,22,70
Birds,consumer3,T3_39,9,22,70
Birds,consumer3,T3_4,10,18,70
Birds,consumer3,T3_40,6,25,70
Birds,consumer3,T3_41,13,32,70
Birds,consumer3,T3_42,10,20,70
Birds,consumer3,T3_43,10,23,70
Birds,consumer3,T3_44,9,24,70
Birds,consumer3,T3_45,11,32,70
Birds,consumer3,T3_46,8,16,70
Birds,consumer3,T3_47,6,24,70
Birds,consumer3,T3_48,12,36,70
Birds,consumer3,T3_49,13,34,70
Birds,consumer3,T3_5,15,24,70
Birds,consumer3,T3_50,13,40,70
Birds,consumer3,T3_51,18,54,70
Birds,consumer3,T3_52,11,38,70
Birds,consumer3,T3_53,13,31,70
Birds,consumer3,T3_54,19,62,70
Birds,consumer3,T3_55,12,43,70
Birds,consumer3,T3_56,11,33,70
Birds,consumer3,T3_57,13,34,70
Birds,consumer3,T3_6,12,29,70
Birds,consumer3,T3_7,11,31,70
Birds,consumer3,T3_8,5,15,70
Birds,consumer3,T3_9,6,8,70
Birds,consumer3,T4_1,11,27,70
Birds,consumer3,T4_10,19,45,70
Birds,consumer3,T4_11,17,48,70
Birds,consumer3,T4_12,14,36,70
Birds,consumer3,T4_13,11,43,70
Birds,consumer3,T4_14,14,26,70
Birds,consumer3,T4_15,16,32,70
Birds,consumer3,T4_16,9,15,70
Birds,consumer3,T4_17,13,27,70
Birds,consumer3,T4_18,12,31,70
Birds,consumer3,T4_19,12,26,70
Birds,consumer3,T4_2,13,25,70
Birds,consumer3,T4_20,15,31,70
Birds,consumer3,T4_21,15,38,70
Birds,consumer3,T4_22,17,36,70
Birds,consumer3,T4_23,15,35,70
Birds,consumer3,T4_24,16,37,70
Birds,consumer3,T4_25,13,42,70
Birds,consumer3,T4_26,17,41,70
Birds,consumer3,T4_27,19,45,70
Birds,consumer3,T4_28,10,21,70
Birds,consumer3,T4_29,13,32,70
Birds,consumer3,T4_3,10,27,70
Birds,consumer3,T4_30,16,32,70
Birds,consumer3,T4_31,10,27,70
Birds,consumer3,T4_32,11,28,70
Birds,consumer3,T4_33,14,24,70
Birds,consumer3,T4_34,15,30,70
Birds,consumer3,T4_35,9,28,70
Birds,consumer3,T4_36,14,42,70
Birds,consumer3,T4_37,16,48,70
Birds,consumer3,T4_38,16,43,70
Birds,consumer3,T4_39,21,50,70
Birds,consumer3,T4_4,8,26,70
Birds,consumer3,T4_40,19,46,70
Birds,consumer3,T4_41,16,39,70
Birds,consumer3,T4_42,12,27,70
Birds,consumer3,T4_43,11,21,70
Birds,consumer3,T4_44,11,24,70
Birds,consumer3,T4_45,5,21,70
Birds,consumer3,T4_46,15,29,70
Birds,consumer3,T4_47,17,48,70
Birds,consumer3,T4_48,10,27,70
Birds,consumer3,T4_49,9,30,70
Birds,consumer3,T4_5,10,23,70
Birds,consumer3,T4_50,15,46,70
Birds,consumer3,T4_51,14,37,70
Birds,consumer3,T4_52,12,47,70
Birds,consumer3,T4_53,9,27,70
Birds,consumer3,T4_54,12,33,70
Birds,consumer3,T4_58,9,23,70
Birds,consumer3,T4_59,11,30,70
Birds,consumer3,T4_6,8,24,70
Birds,consumer3,T4_60,12,47,70
Birds,consumer3,T4_61,11,33,70
Birds,consumer3,T4_62,8,27,70
