SPP	POP	YR	Mx	Tmx	Nx
HYCU	HYCU_29	2000	[0.824 0.1053 0 87.789 406.1495 707.5793; 3e-04 0 0 0 0 0; 0 0.12 0.22 0 0 0.1364; 0 0.16 0.12 0.2381 0.0357 0.0909; 0 0.44 0.04 0.1905 0.25 0.3409; 0 0.12 0 0.0476 0.0714 0.0227]	[0.824 0 0 0 0 0; 3e-04 0 0 0 0 0; 0 0.12 0.22 0 0 0.1364; 0 0.16 0.12 0.2381 0.0357 0.0909; 0 0.44 0.04 0.1905 0.25 0.3409; 0 0.12 0 0.0476 0.0714 0.0227]	[NA 25 0 21 28 3]
HYCU	HYCU_29	2001	[0.824 0 0 100.0856 388.4462 1041.0985; 2e-04 0 0 0 0 0; 0 0.0625 0.0395 0.0909 0.0435 0; 0 0.4625 0.4079 0.0909 0.2174 0.1667; 0 0.1625 0.1974 0.0909 0.1739 0.1667; 0 0.0375 0.0395 0.0909 0.0435 0]	[0.824 0 0 0 0 0; 2e-04 0 0 0 0 0; 0 0.0625 0.0395 0.0909 0.0435 0; 0 0.4625 0.4079 0.0909 0.2174 0.1667; 0 0.1625 0.1974 0.0909 0.1739 0.1667; 0 0.0375 0.0395 0.0909 0.0435 0]	[NA 0 3 11 23 6]
HYCU	HYCU_29	2002	[0.824 43.3685 0 319.4506 703.3979 2205.8771; 2e-04 0 0 0 0 0; 0 0.3169 0.12 0 0 0; 0 0.4044 0.44 0.2308 0 0; 0 0.1749 0.16 0.1154 0.1538 0; 0 0.0219 0 0.0385 0.0769 0]	[0.824 0 0 0 0 0; 2e-04 0 0 0 0 0; 0 0.3169 0.12 0 0 0; 0 0.4044 0.44 0.2308 0 0; 0 0.1749 0.16 0.1154 0.1538 0; 0 0.0219 0 0.0385 0.0769 0]	[NA 2 2 26 26 4]
HYCU	HYCU_29	2003	[0.824 0 0 92.6033 460.0437 1058.2616; 2e-04 0 0 0.768 3.8152 8.7763; 0 0.1754 0 0 0 0; 0 0.0702 0 0.3 0.2143 0; 0 0.386 0.75 0.1 0.2857 0.1667; 0 0.1579 0.25 0.2 0.0714 0.1667]	[0.824 0 0 0 0 0; 2e-04 0 0 0 0 0; 0 0.1754 0 0 0 0; 0 0.0702 0 0.3 0.2143 0; 0 0.386 0.75 0.1 0.2857 0.1667; 0 0.1579 0.25 0.2 0.0714 0.1667]	[NA 57 4 10 14 6]
HYCU	HYCU_59	1994	[0.672 0 0 73.2254 385.5541 876.5771; 4e-04 0 0 0 0 0; 0 0.1818 0 0.0417 0 0; 0 0.1818 0.2 0.2917 0.0714 0.125; 0 0.1818 0.1 0.1875 0.2143 0.5; 0 0 0 0.0625 0.1429 0]	[0.672 0 0 0 0 0; 4e-04 0 0 0 0 0; 0 0.1818 0 0.0417 0 0; 0 0.1818 0.2 0.2917 0.0714 0.125; 0 0.1818 0.1 0.1875 0.2143 0.5; 0 0 0 0.0625 0.1429 0]	[NA 11 0 48 14 2]
HYCU	HYCU_59	1995	[0.672 0 0 78.1657 363.4315 497.1743; 5e-04 0 0 0.0229 0.1066 0.1458; 0 0.5 0 0.0513 0 0; 0 0.25 0.3333 0.1795 0.037 0; 0 0.25 0 0.3333 0.3333 0.2; 0 0 0 0 0.1481 0]	[0.672 0 0 0 0 0; 5e-04 0 0 0 0 0; 0 0.5 0 0.0513 0 0; 0 0.25 0.3333 0.1795 0.037 0; 0 0.25 0 0.3333 0.3333 0.2; 0 0 0 0 0.1481 0]	[NA 4 6 39 27 5]
HYCU	HYCU_59	1996	[0.672 0 0 70.0733 299.0361 622.7486; 6e-04 0 0 0 0 0; 0 0.4 0.25 0 0.0417 0; 0 0.2222 0 0.5455 0.3333 0; 0 0.1333 0 0 0.3333 0.5; 0 0 0 0 0 0.25]	[0.672 0 0 0 0 0; 6e-04 0 0 0 0 0; 0 0.4 0.25 0 0.0417 0; 0 0.2222 0 0.5455 0.3333 0; 0 0.1333 0 0 0.3333 0.5; 0 0 0 0 0 0.25]	[NA 0 4 11 24 4]
HYCU	HYCU_59	1997	[0.672 15.5405 0 114.6871 444.71 760.6349; 6e-04 0 0 0 0 0; 0 0 0.2069 0.025 0.05 0; 0 0.4545 0.3103 0.5 0.05 0.1429; 0 0 0.069 0.25 0.65 0.1071; 0 0 0 0 0.05 0.1071]	[0.672 0 0 0 0 0; 6e-04 0 0 0 0 0; 0 0 0.2069 0.025 0.05 0; 0 0.4545 0.3103 0.5 0.05 0.1429; 0 0 0.069 0.25 0.65 0.1071; 0 0 0 0 0.05 0.1071]	[NA 11 2 40 20 2]
HYCU	HYCU_59	1998	[0.672 0 0 144.3759 499.313 713.5426; 6e-04 0 0 0.2501 0.8651 1.2363; 0 0.5 0.2 0.0323 0.0357 0; 0 0.1667 0.28 0.5806 0.3214 0; 0 0 0.04 0.1613 0.4286 0.5556; 0 0 0 0 0 0.1111]	[0.672 0 0 0 0 0; 6e-04 0 0 0 0 0; 0 0.5 0.2 0.0323 0.0357 0; 0 0.1667 0.28 0.5806 0.3214 0; 0 0 0.04 0.1613 0.4286 0.5556; 0 0 0 0 0 0.1111]	[NA 6 2 31 28 3]
HYCU	HYCU_67	1994	[0.824 0.365 0 54.7207 228.157 654.4366; 4e-04 2e-04 0 0.035 0.1461 0.419; 0 0 0 0 0 0; 0 0.2857 0 0.1613 0 0; 0 0 0.25 0.129 0.1154 0; 0 0 0.25 0.0323 0 0]	[0.824 0 0 0 0 0; 4e-04 0 0 0 0 0; 0 0 0 0 0 0; 0 0.2857 0 0.1613 0 0; 0 0 0.25 0.129 0.1154 0; 0 0 0.25 0.0323 0 0]	[NA 7 4 31 26 6]
HYCU	HYCU_67	1995	[0.824 0.2896 0 67.3252 319.6861 661.3072; 4e-04 0.0014 0 0.3185 1.5124 3.1287; 0 0.3333 0.1667 0.1667 0 0; 0 0.1111 0.2667 0.3333 0.3077 0; 0 0.2778 0.1 0.25 0.2308 0.25; 0 0.0556 0.0333 0.0833 0.0769 0.25]	[0.824 0 0 0 0 0; 4e-04 0 0 0 0 0; 0 0.3333 0.1667 0.1667 0 0; 0 0.1111 0.2667 0.3333 0.3077 0; 0 0.2778 0.1 0.25 0.2308 0.25; 0 0.0556 0.0333 0.0833 0.0769 0.25]	[NA 18 3 12 13 4]
HYCU	HYCU_67	1996	[0.824 0 0 95.7698 231.763 329.2087; 3e-04 0 0 0 0 0; 0 0.4205 0.125 0 0.0714 0; 0 0.1932 0.125 0.0909 0.1429 0; 0 0.1591 0.125 0.3636 0.3571 0.25; 0 0.0341 0 0 0 0]	[0.824 0 0 0 0 0; 3e-04 0 0 0 0 0; 0 0.4205 0.125 0 0.0714 0; 0 0.1932 0.125 0.0909 0.1429 0; 0 0.1591 0.125 0.3636 0.3571 0.25; 0 0.0341 0 0 0 0]	[NA 0 8 11 14 4]
HYCU	HYCU_67	1997	[0.824 25.2014 0 138.2195 410.4771 528.0297; 2e-04 0.2497 0 1.3693 4.0665 5.231; 0 0 0 0 0 0; 0 0 0 0 0 0; 0 0.2727 0 0.1111 0.0488 0; 0 0 0 0 0 0.2308]	[0.824 0 0 0 0 0; 2e-04 0 0 0 0 0; 0 0 0 0 0 0; 0 0 0 0 0 0; 0 0.2727 0 0.1111 0.0488 0; 0 0 0 0 0 0.2308]	[NA 11 4 18 41 2]
HYCU	HYCU_67	1998	[0.824 0 0 0 314.2387 0; 2e-04 0 0 0 0 0; 0 0.2346 0.2 0.0521 0 0; 0 0.3457 0.4667 0.3646 0.1111 0; 0 0.2716 0.1333 0.2604 0.4444 0.3; 0 0.037 0 0.0208 0 0.45]	[0.824 0 0 0 0 0; 2e-04 0 0 0 0 0; 0 0.2346 0.2 0.0521 0 0; 0 0.3457 0.4667 0.3646 0.1111 0; 0 0.2716 0.1333 0.2604 0.4444 0.3; 0 0.037 0 0.0208 0 0.45]	[NA 81 0 0 9 0]
HYCU	HYCU_87	1994	[0.824 0.2555 0 93.8154 282.5924 1057.6582; 4e-04 4e-04 0 0.1318 0.3969 1.4855; 0 0.1 0.25 0.0541 0.0769 0.0588; 0 0.4 0 0.1081 0.0769 0; 0 0 0.25 0.3243 0.4231 0.2941; 0 0 0 0.0541 0.1154 0.1765]	[0.824 0 0 0 0 0; 4e-04 0 0 0 0 0; 0 0.1 0.25 0.0541 0.0769 0.0588; 0 0.4 0 0.1081 0.0769 0; 0 0 0.25 0.3243 0.4231 0.2941; 0 0 0 0.0541 0.1154 0.1765]	[NA 10 4 37 26 1]
HYCU	HYCU_87	1995	[0.824 0 0 103.1053 331.2953 700.0735; 4e-04 0 0 0.1317 0.4232 0.8943; 0 0.2 0 0.1875 0 0; 0 0.1 0 0.125 0.0909 0; 0 0 0 0 0.0303 0.125; 0 0 0 0 0 0]	[0.824 0 0 0 0 0; 4e-04 0 0 0 0 0; 0 0.2 0 0.1875 0 0; 0 0.1 0 0.125 0.0909 0; 0 0 0 0 0.0303 0.125; 0 0 0 0 0 0]	[NA 10 6 16 33 8]
HYCU	HYCU_87	1996	[0.824 0 0 53.1123 158.0202 0; 3e-04 0 0 0 0 0; 0 0.4205 0.2 0 0.0286 0.125; 0 0.1932 0.2 0.6667 0.2429 0.0833; 0 0.1591 0 0 0.3 0.2083; 0 0.0341 0 0 0.0286 0]	[0.824 0 0 0 0 0; 3e-04 0 0 0 0 0; 0 0.4205 0.2 0 0.0286 0.125; 0 0.1932 0.2 0.6667 0.2429 0.0833; 0 0.1591 0 0 0.3 0.2083; 0 0.0341 0 0 0.0286 0]	[NA 0 5 6 2 0]
HYCU	HYCU_87	1997	[0.824 8.1534 0 123.165 207.8174 547.8308; 2e-04 0 0 0 0 0; 0 0.1176 0.0385 0.0476 0 0; 0 0.7647 0.2692 0.381 0 0; 0 0.1176 0.0769 0.4921 0.5714 0; 0 0 0.0769 0 0.2857 0.2308]	[0.824 0 0 0 0 0; 2e-04 0 0 0 0 0; 0 0.1176 0.0385 0.0476 0 0; 0 0.7647 0.2692 0.381 0 0; 0 0.1176 0.0769 0.4921 0.5714 0; 0 0 0.0769 0 0.2857 0.2308]	[NA 34 3 63 7 2]
HYCU	HYCU_87	1998	[0.824 0 0 115.3965 337.6791 207.6429; 2e-04 0 0 0.4521 1.3228 0.8134; 0 0.8421 0.2857 0.0769 0.0513 0; 0 0.1053 0.2857 0.4808 0.0513 0; 0 0 0.1429 0.3269 0.5897 0.3; 0 0 0 0 0.0513 0.45]	[0.824 0 0 0 0 0; 2e-04 0 0 0 0 0; 0 0.8421 0.2857 0.0769 0.0513 0; 0 0.1053 0.2857 0.4808 0.0513 0; 0 0 0.1429 0.3269 0.5897 0.3; 0 0 0 0 0.0513 0.45]	[NA 19 7 52 39 1]
HYCU	HYCU_88	1994	[0.824 0.7664 0 148.4749 660.6531 0; 4e-04 0 0 0 0 0; 0 0.1 0.2353 0 0 0.0588; 0 0.1 0.0588 0.0784 0 0; 0 0.5 0.2353 0.1765 0 0.2941; 0 0 0.1176 0 0 0.1765]	[0.824 0 0 0 0 0; 4e-04 0 0 0 0 0; 0 0.1 0.2353 0 0 0.0588; 0 0.1 0.0588 0.0784 0 0; 0 0.5 0.2353 0.1765 0 0.2941; 0 0 0.1176 0 0 0.1765]	[NA 10 3 51 15 0]
HYCU	HYCU_88	1995	[0.824 0 0 181.2713 744.4864 0; 4e-04 0 0 0 0 0; 0 0.1 0.1667 0 0 0.0286; 0 0.8 0.2667 0.3333 0 0.0286; 0 0 0.1 0.3333 0.5556 0.2571; 0 0 0.0333 0 0.2222 0.1714]	[0.824 0 0 0 0 0; 4e-04 0 0 0 0 0; 0 0.1 0.1667 0 0 0.0286; 0 0.8 0.2667 0.3333 0 0.0286; 0 0 0.1 0.3333 0.5556 0.2571; 0 0 0.0333 0 0.2222 0.1714]	[NA 10 1 18 18 0]
HYCU	HYCU_88	1996	[0.824 0 0 148.6378 1002.4406 1806.6976; 3e-04 0 0 0 0 0; 0 0.4205 0.2258 0.0625 0 0; 0 0.1932 0.1613 0.5625 0.25 0; 0 0.1591 0.0323 0.125 0.25 0; 0 0.0341 0 0.0625 0 0]	[0.824 0 0 0 0 0; 3e-04 0 0 0 0 0; 0 0.4205 0.2258 0.0625 0 0; 0 0.1932 0.1613 0.5625 0.25 0; 0 0.1591 0.0323 0.125 0.25 0; 0 0.0341 0 0.0625 0 0]	[NA 0 1 16 16 4]
HYCU	HYCU_88	1997	[0.824 145.2082 0 230.6434 1202.3676 926.6921; 2e-04 0 0 0 0 0; 0 0 0.0385 0 0 0; 0 0 0.2692 0.16 0 0; 0 0 0.0769 0 0 0; 0 0 0.0769 0 0 0.2308]	[0.824 0 0 0 0 0; 2e-04 0 0 0 0 0; 0 0 0.0385 0 0 0; 0 0 0.2692 0.16 0 0; 0 0 0.0769 0 0 0; 0 0 0.0769 0 0 0.2308]	[NA 6 1 25 12 1]
HYCU	HYCU_88	1998	[0.824 0 0 76.8804 0 0; 2e-04 0 0 0 0 0; 0 0.2545 0.2 0 0.045 0; 0 0.6364 0.4667 0.5 0.1532 0; 0 0.0727 0.1333 0 0.4054 0.3; 0 0 0 0 0.1081 0.45]	[0.824 0 0 0 0 0; 2e-04 0 0 0 0 0; 0 0.2545 0.2 0 0.045 0; 0 0.6364 0.4667 0.5 0.1532 0; 0 0.0727 0.1333 0 0.4054 0.3; 0 0 0 0 0.1081 0.45]	[NA 55 0 4 0 0]
HYCU	HYCU_91	1994	[0.824 2.0438 0 176.1851 388.92 688.3172; 4e-04 5e-04 0 0.0458 0.1012 0.1791; 0 0.4 0.2353 0.0714 0 0.1429; 0 0.6 0.0588 0.3571 0.0588 0; 0 0 0.2353 0.3571 0.2059 0.2857; 0 0 0.1176 0 0.1765 0.4286]	[0.824 0 0 0 0 0; 4e-04 0 0 0 0 0; 0 0.4 0.2353 0.0714 0 0.1429; 0 0.6 0.0588 0.3571 0.0588 0; 0 0 0.2353 0.3571 0.2059 0.2857; 0 0 0.1176 0 0.1765 0.4286]	[NA 5 1 28 34 7]
HYCU	HYCU_91	1995	[0.824 0 0 128.6072 361.7318 539.6441; 4e-04 0 0 1.3932 3.9186 5.8459; 0 0.2381 0 0.1304 0.1143 0.0667; 0 0.2619 0.2 0.2174 0.0857 0.0667; 0 0.119 0 0.2174 0.3143 0.2667; 0 0.0238 0 0.087 0.1429 0.2667]	[0.824 0 0 0 0 0; 4e-04 0 0 0 0 0; 0 0.2381 0 0.1304 0.1143 0.0667; 0 0.2619 0.2 0.2174 0.0857 0.0667; 0 0.119 0 0.2174 0.3143 0.2667; 0 0.0238 0 0.087 0.1429 0.2667]	[NA 1 5 23 35 15]
HYCU	HYCU_91	1996	[0.824 0 0 109.2973 392.9713 576.7737; 3e-04 0 0 0 0 0; 0 0.4205 0.125 0.2 0.0526 0.1818; 0 0.1932 0 0.4 0.2105 0.1818; 0 0.1591 0 0 0.2105 0.3636; 0 0.0341 0 0 0 0]	[0.824 0 0 0 0 0; 3e-04 0 0 0 0 0; 0 0.4205 0.125 0.2 0.0526 0.1818; 0 0.1932 0 0.4 0.2105 0.1818; 0 0.1591 0 0 0.2105 0.3636; 0 0.0341 0 0 0 0]	[NA 0 8 10 19 11]
HYCU	HYCU_91	1997	[0.824 0 0 170.6496 468.3623 576.0804; 2e-04 0 0 0 0 0; 0 0.082 0 0.0303 0 0; 0 0.459 0.2857 0.303 0.1 0; 0 0.1311 0 0.3939 0.4333 0; 0 0 0.1429 0.0303 0.0667 0.2]	[0.824 0 0 0 0 0; 2e-04 0 0 0 0 0; 0 0.082 0 0.0303 0 0; 0 0.459 0.2857 0.303 0.1 0; 0 0.1311 0 0.3939 0.4333 0; 0 0 0.1429 0.0303 0.0667 0.2]	[NA 0 7 33 30 5]
HYCU	HYCU_91	1998	[0.824 1.7523 0 108.6704 328.9335 788.8093; 2e-04 0 0 0 0 0; 0 0.3158 0.2 0 0.0732 0; 0 0.4035 0.4667 0.1724 0.2439 0; 0 0.1813 0.1333 0.2069 0.2439 0.2222; 0 0.0234 0 0 0.0732 0.2222]	[0.824 0 0 0 0 0; 2e-04 0 0 0 0 0; 0 0.3158 0.2 0 0.0732 0; 0 0.4035 0.4667 0.1724 0.2439 0; 0 0.1813 0.1333 0.2069 0.2439 0.2222; 0 0.0234 0 0 0.0732 0.2222]	[NA 3 1 29 41 9]
ASTY	ASTY_10	1991	[0 0.021 0.557 2.677 4.857; 0.263157894736842 0.294117647058823 0.0227272727272727 0 0.0625; 0.105263157894737 0.117647058823529 0.227272727272727 0.166666666666667 0; 0.0526315789473684 0.205882352941176 0.636363636363636 0.476190476190476 0.3125; 0 0.0294117647058823 0.0681818181818182 0.309523809523809 0.5625]	[0 0 0 0 0; 0.263157894736842 0.294117647058823 0.0227272727272727 0 0.0625; 0.105263157894737 0.117647058823529 0.227272727272727 0.166666666666667 0; 0.0526315789473684 0.205882352941176 0.636363636363636 0.476190476190476 0.3125; 0 0.0294117647058823 0.0681818181818182 0.309523809523809 0.5625]	[19 34 44 42 16]
ASTY	ASTY_10	1992	[0.0207253886010363 0 0.191 1.018 2.358; 0.0362694300518135 0.235294117647059 0.04 0.0655737704918033 0; 0.0155440414507772 0.176470588235294 0.44 0.344262295081967 0.153846153846154; 0.00518134715025907 0.0588235294117647 0.28 0.327868852459016 0.423076923076923; 0 0 0 0.163934426229508 0.346153846153846]	[0.0207253886010363 0 0 0 0; 0.0362694300518135 0.235294117647059 0.04 0.0655737704918033 0; 0.0155440414507772 0.176470588235294 0.44 0.344262295081967 0.153846153846154; 0.00518134715025907 0.0588235294117647 0.28 0.327868852459016 0.423076923076923; 0 0 0 0.163934426229508 0.346153846153846]	[193 17 25 61 26]
ASTY	ASTY_10	1993	[0 0 0.208 0.992 1.216; 0.31304347826087 0.411764705882353 0.166666666666667 0.0476190476190476 0; 0.0173913043478261 0.294117647058823 0.642857142857143 0.476190476190476 0.315789473684211; 0 0 0.142857142857143 0.404761904761905 0.578947368421053; 0 0 0 0.0238095238095238 0.105263157894737]	[0 0 0 0 0; 0.31304347826087 0.411764705882353 0.166666666666667 0.0476190476190476 0; 0.0173913043478261 0.294117647058823 0.642857142857143 0.476190476190476 0.315789473684211; 0 0 0.142857142857143 0.404761904761905 0.578947368421053; 0 0 0 0.0238095238095238 0.105263157894737]	[115 17 42 42 19]
ASTY	ASTY_10	1994	[0 0.005 0.564 2.691 3.179; 0.217391304347826 0.161290322580645 0.0333333333333333 0 0; 0.0289855072463768 0.258064516129032 0.166666666666667 0 0; 0 0.064516129032258 0.4 0.285714285714286 0; 0 0.0161290322580645 0.283333333333333 0.628571428571429 1]	[0 0 0 0 0; 0.217391304347826 0.161290322580645 0.0333333333333333 0 0; 0.0289855072463768 0.258064516129032 0.166666666666667 0 0; 0 0.064516129032258 0.4 0.285714285714286 0; 0 0.0161290322580645 0.283333333333333 0.628571428571429 1]	[69 62 60 35 3]
ASTY	ASTY_10	1995	[0.00847457627118644 0 0.054 0.325 0.749; 0.525423728813559 0.310344827586207 0.241379310344828 0.0769230769230769 0.0232558139534884; 0.0338983050847458 0.310344827586207 0.517241379310345 0.538461538461538 0.209302325581395; 0 0 0.172413793103448 0.282051282051282 0.488372093023256; 0 0 0 0.0769230769230769 0.186046511627907]	[0.00847457627118644 0 0 0 0; 0.525423728813559 0.310344827586207 0.241379310344828 0.0769230769230769 0.0232558139534884; 0.0338983050847458 0.310344827586207 0.517241379310345 0.538461538461538 0.209302325581395; 0 0 0.172413793103448 0.282051282051282 0.488372093023256; 0 0 0 0.0769230769230769 0.186046511627907]	[118 29 29 39 43]
ASTY	ASTY_10	1996	[0 0.0217647058823529 0.441 2.154 4.376; 0.511627906976744 0.458823529411765 0.166666666666667 0.0540540540540541 0; 0.0465116279069767 0.235294117647059 0.533333333333333 0.189189189189189 0.272727272727273; 0 0 0.2 0.459459459459459 0.545454545454545; 0 0 0.0166666666666667 0.135135135135135 0.181818181818182]	[0 0.0117647058823529 0 0 0; 0.511627906976744 0.458823529411765 0.166666666666667 0.0540540540540541 0; 0.0465116279069767 0.235294117647059 0.533333333333333 0.189189189189189 0.272727272727273; 0 0 0.2 0.459459459459459 0.545454545454545; 0 0 0.0166666666666667 0.135135135135135 0.181818181818182]	[43 85 60 37 11]
ASTY	ASTY_10	1997	[0.00735294117647059 0.0131578947368421 0.311 1.78 1.384; 0.360294117647059 0.434210526315789 0.0606060606060606 0 0; 0.0220588235294118 0.25 0.53030303030303 0.514285714285714 0.25; 0 0.0263157894736842 0.257575757575758 0.457142857142857 0.5; 0 0 0.0151515151515152 0.0285714285714286 0.125]	[0.00735294117647059 0.0131578947368421 0 0 0; 0.360294117647059 0.434210526315789 0.0606060606060606 0 0; 0.0220588235294118 0.25 0.53030303030303 0.514285714285714 0.25; 0 0.0263157894736842 0.257575757575758 0.457142857142857 0.5; 0 0 0.0151515151515152 0.0285714285714286 0.125]	[136 76 66 35 8]
ASTY	ASTY_13	1991	[0 0.094 1.435 5.55 14.566; 0.389221556886228 0.4 0.0784313725490196 0.0555555555555556 0; 0.0239520958083832 0.207692307692308 0.274509803921569 0.0555555555555556 0.125; 0.0119760479041916 0.0692307692307692 0.372549019607843 0.388888888888889 0.1875; 0 0.0307692307692308 0.196078431372549 0.444444444444444 0.625]	[0 0 0 0 0; 0.389221556886228 0.4 0.0784313725490196 0.0555555555555556 0; 0.0239520958083832 0.207692307692308 0.274509803921569 0.0555555555555556 0.125; 0.0119760479041916 0.0692307692307692 0.372549019607843 0.388888888888889 0.1875; 0 0.0307692307692308 0.196078431372549 0.444444444444444 0.625]	[167 130 102 36 16]
ASTY	ASTY_13	1992	[0.00181818181818182 0.004 0.424 4.182 11.301; 0.123636363636364 0.171875 0.0625 0 0; 0.0563636363636364 0.1796875 0.21875 0.151515151515151 0.04; 0.00181818181818182 0.0390625 0.421875 0.287878787878788 0.18; 0 0 0.15625 0.53030303030303 0.78]	[0.00181818181818182 0 0 0 0; 0.123636363636364 0.171875 0.0625 0 0; 0.0563636363636364 0.1796875 0.21875 0.151515151515151 0.04; 0.00181818181818182 0.0390625 0.421875 0.287878787878788 0.18; 0 0 0.15625 0.53030303030303 0.78]	[550 128 64 66 50]
ASTY	ASTY_13	1993	[0 0 0.066 0.729 1.835; 0.287878787878788 0.458333333333333 0.530120481927711 0.409836065573771 0.25; 0.00505050505050505 0.0729166666666667 0.27710843373494 0.508196721311475 0.642857142857143; 0 0 0 0 0.0119047619047619; 0 0 0 0 0]	[0 0 0 0 0; 0.287878787878788 0.458333333333333 0.530120481927711 0.409836065573771 0.25; 0.00505050505050505 0.0729166666666667 0.27710843373494 0.508196721311475 0.642857142857143; 0 0 0 0 0.0119047619047619; 0 0 0 0 0]	[792 96 83 61 84]
ASTY	ASTY_13	1994	[0.00558659217877095 0.115471204188482 6.667 2.408 5.813; 0.363128491620112 0.261780104712042 0.116666666666667 0 0; 0.0391061452513966 0.157068062827225 0.208333333333333 0 0; 0.00558659217877095 0.06282722513089 0.258333333333333 0 0; 0.00558659217877095 0.0235602094240838 0.275 1 0]	[0.00558659217877095 0.0104712041884817 0 0 0; 0.363128491620112 0.261780104712042 0.116666666666667 0 0; 0.0391061452513966 0.157068062827225 0.208333333333333 0 0; 0.00558659217877095 0.06282722513089 0.258333333333333 0 0; 0.00558659217877095 0.0235602094240838 0.275 1 0]	[179 382 120 1 0]
ASTY	ASTY_13	1995	[0.00351288056206089 0.0103191489361702 0.235 1.247 2.998; 0.285714285714286 0.345744680851064 0.185567010309278 0.05 0.0217391304347826; 0.0456674473067916 0.175531914893617 0.278350515463917 0.133333333333333 0.0869565217391304; 0 0.0212765957446809 0.144329896907217 0.383333333333333 0.260869565217391; 0 0 0.0412371134020618 0.233333333333333 0.543478260869565]	[0.00351288056206089 0.00531914893617021 0 0 0; 0.285714285714286 0.345744680851064 0.185567010309278 0.05 0.0217391304347826; 0.0456674473067916 0.175531914893617 0.278350515463917 0.133333333333333 0.0869565217391304; 0 0.0212765957446809 0.144329896907217 0.383333333333333 0.260869565217391; 0 0 0.0412371134020618 0.233333333333333 0.543478260869565]	[854 188 97 60 46]
ASTY	ASTY_13	1996	[0.0224215246636771 0.004 0.296 3.512 5.478; 0.291479820627803 0.210059171597633 0.103448275862069 0.0566037735849057 0.0232558139534884; 0.0582959641255605 0.189349112426035 0.362068965517241 0.113207547169811 0.0232558139534884; 0 0.0236686390532544 0.120689655172414 0.415094339622641 0.209302325581395; 0 0.00887573964497041 0.0517241379310345 0.226415094339623 0.534883720930233]	[0.0224215246636771 0 0 0 0; 0.291479820627803 0.210059171597633 0.103448275862069 0.0566037735849057 0.0232558139534884; 0.0582959641255605 0.189349112426035 0.362068965517241 0.113207547169811 0.0232558139534884; 0 0.0236686390532544 0.120689655172414 0.415094339622641 0.209302325581395; 0 0.00887573964497041 0.0517241379310345 0.226415094339623 0.534883720930233]	[223 338 116 53 43]
ASTY	ASTY_13	1997	[0.00466200466200466 0.005 0.09 1.929 5.093; 0.382284382284382 0.323353293413174 0.0597014925373134 0.0178571428571429 0; 0.0862470862470862 0.341317365269461 0.537313432835821 0.0892857142857143 0.0666666666666667; 0.00233100233100233 0.029940119760479 0.208955223880597 0.482142857142857 0.311111111111111; 0 0 0.0522388059701493 0.339285714285714 0.622222222222222]	[0.00466200466200466 0 0 0 0; 0.382284382284382 0.323353293413174 0.0597014925373134 0.0178571428571429 0; 0.0862470862470862 0.341317365269461 0.537313432835821 0.0892857142857143 0.0666666666666667; 0.00233100233100233 0.029940119760479 0.208955223880597 0.482142857142857 0.311111111111111; 0 0 0.0522388059701493 0.339285714285714 0.622222222222222]	[429 167 134 56 45]
ASTY	ASTY_25	1991	[0 0.023 0.932 6.864 6.04; 0.384615384615385 0.134453781512605 0 0 0; 0.0598290598290598 0.352941176470588 0.0933333333333333 0 0; 0.0427350427350427 0.34453781512605 0.573333333333333 0.351351351351351 0.142857142857143; 0.0170940170940171 0.0672268907563025 0.293333333333333 0.648648648648649 0.857142857142857]	[0 0 0 0 0; 0.384615384615385 0.134453781512605 0 0 0; 0.0598290598290598 0.352941176470588 0.0933333333333333 0 0; 0.0427350427350427 0.34453781512605 0.573333333333333 0.351351351351351 0.142857142857143; 0.0170940170940171 0.0672268907563025 0.293333333333333 0.648648648648649 0.857142857142857]	[117 119 75 37 7]
ASTY	ASTY_25	1992	[0.0029940119760479 0 0.261 1.691 3.403; 0.146706586826347 0.114754098360656 0.0178571428571429 0.0194174757281553 0; 0.0688622754491018 0.229508196721312 0.5 0.252427184466019 0.0806451612903226; 0.0029940119760479 0 0.357142857142857 0.446601941747573 0.290322580645161; 0 0 0.0178571428571429 0.223300970873786 0.612903225806452]	[0.0029940119760479 0 0 0 0; 0.146706586826347 0.114754098360656 0.0178571428571429 0.0194174757281553 0; 0.0688622754491018 0.229508196721312 0.5 0.252427184466019 0.0806451612903226; 0.0029940119760479 0 0.357142857142857 0.446601941747573 0.290322580645161; 0 0 0.0178571428571429 0.223300970873786 0.612903225806452]	[334 61 56 103 62]
ASTY	ASTY_25	1993	[0 0 0.045 0.29 0.727; 0.337730870712401 0.524590163934426 0.224489795918367 0.0705882352941176 0.032258064516129; 0.0316622691292876 0.131147540983607 0.581632653061224 0.670588235294118 0.370967741935484; 0 0 0.0714285714285714 0.176470588235294 0.370967741935484; 0 0 0.0204081632653061 0.0352941176470588 0.193548387096774]	[0 0 0 0 0; 0.337730870712401 0.524590163934426 0.224489795918367 0.0705882352941176 0.032258064516129; 0.0316622691292876 0.131147540983607 0.581632653061224 0.670588235294118 0.370967741935484; 0 0 0.0714285714285714 0.176470588235294 0.370967741935484; 0 0 0.0204081632653061 0.0352941176470588 0.193548387096774]	[379 61 98 85 62]
